video_id,glosa,tiempo_inicio,tiempo_fin,duracion_seg_etiqueta,confianza,fuente,video_path,archivo_existe,fps,keypoints_validos,mano_dominante,blur_score,velocidad_media,herramienta
00188_cfr,CONTROLAR,0.0,0.984,0.984,0.407,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CONTROLAR\00188_cfr.mp4,True,59.94,1.0,ambas_der,21.99,0.0074,label_studio
00189_cfr,CONTROLAR,0.0,1.485,1.485,0.31,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CONTROLAR\00189_cfr.mp4,True,59.94,1.0,izquierda,23.29,0.00629,label_studio
C0270_cfr,CONVERSACIÓN,0.534,2.469,1.935,0.569,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CONVERSACIÓN\C0270_cfr.mp4,True,29.97,1.0,ambas_izq,11.56,0.0185,label_studio
00192_cfr,CORRECTO,0.0,1.985,1.985,0.636,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CORRECTO\00192_cfr.mp4,True,59.94,1.0,derecha,22.66,0.01302,label_studio
00193_cfr,CORRECTO,0.0,1.985,1.985,0.475,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CORRECTO\00193_cfr.mp4,True,59.94,1.0,derecha,20.91,0.00985,label_studio
00194_cfr,CORRECTO,0.0,1.301,1.301,0.603,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CORRECTO\00194_cfr.mp4,True,59.94,1.0,derecha,22.68,0.0111,label_studio
00195_cfr,CORRECTO,0.0,1.485,1.485,0.539,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CORRECTO\00195_cfr.mp4,True,59.94,1.0,ambas_der,21.68,0.01044,label_studio
00196_cfr,CORRECTO,0.05,1.485,1.435,0.422,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CORRECTO\00196_cfr.mp4,True,59.94,1.0,derecha,21.54,0.00785,label_studio
00197_cfr,CRECER,0.033,1.985,1.952,0.474,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CRECER\00197_cfr.mp4,True,59.94,1.0,derecha,29.41,0.00815,label_studio
00198_cfr,CRECER,0.0,0.884,0.884,0.708,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CRECER\00198_cfr.mp4,True,59.94,1.0,derecha,26.95,0.00859,label_studio
00199_cfr,CRECER,0.0,0.901,0.901,0.633,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CRECER\00199_cfr.mp4,True,59.94,1.0,derecha,29.32,0.00876,label_studio
00200_cfr,CRECER,0.2,1.168,0.968,0.529,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CRECER\00200_cfr.mp4,True,59.94,1.0,derecha,26.42,0.00833,label_studio
00201_cfr,CRECER,0.267,1.101,0.834,0.814,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CRECER\00201_cfr.mp4,True,59.94,1.0,derecha,27.98,0.00711,label_studio
00202_cfr,CRISIS,0.217,1.985,1.768,0.437,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CRISIS\00202_cfr.mp4,True,59.94,1.0,ambas_izq,20.33,0.01016,label_studio
20250402115557_cfr,CUALQUIER,0.167,1.418,1.251,0.662,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUALQUIER\20250402115557_cfr.mp4,True,59.94,1.0,ambas_der,15.62,0.01338,label_studio
20250402115613_cfr,CUALQUIER,0.0,1.084,1.084,0.661,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUALQUIER\20250402115613_cfr.mp4,True,59.94,1.0,ambas_izq,16.17,0.01293,label_studio
20250402115630_cfr,CUALQUIER,0.067,1.552,1.485,0.537,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUALQUIER\20250402115630_cfr.mp4,True,59.94,1.0,ambas_izq,16.45,0.01021,label_studio
20250402115641_cfr,CUALQUIER,0.05,1.485,1.435,0.434,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUALQUIER\20250402115641_cfr.mp4,True,59.94,1.0,ambas_der,17.12,0.00787,label_studio
20250402120106_cfr,CUALQUIER COSA,0.0,1.802,1.802,0.398,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUALQUIER COSA\20250402120106_cfr.mp4,True,59.94,1.0,ambas_der,17.11,0.00792,label_studio
_cfr,CUALQUIER COSA,0.0,1.983,1.983,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUALQUIER COSA\_cfr.mp4,True,60.0,1.0,ambas_der,13.75,0.00729,label_studio
20250402120037_cfr,CUALQUIERA+UNO,0.0,1.485,1.485,0.368,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUALQUIERA+UNO\20250402120037_cfr.mp4,True,59.94,1.0,ambas_der,14.62,0.00697,label_studio
00206_cfr,CUARTO EN LA LISTA,0.0,1.485,1.485,0.444,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUARTO EN LA LISTA\00206_cfr.mp4,True,59.94,1.0,ambas_der,24.47,0.00827,label_studio
00207_cfr,CUARTO EN LA LISTA,0.0,0.434,0.434,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUARTO EN LA LISTA\00207_cfr.mp4,True,59.94,1.0,ambas_izq,28.08,0.01413,label_studio
00209_cfr,CUATRO DÓLARES,0.0,1.985,1.985,0.422,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUATRO DÓLARES\00209_cfr.mp4,True,59.94,1.0,ambas_der,23.61,0.00754,label_studio
00210_cfr,CUATRO DÓLARES,0.0,1.485,1.485,0.36,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUATRO DÓLARES\00210_cfr.mp4,True,59.94,1.0,derecha,22.25,0.0078,label_studio
00211_cfr,CUATRO DÓLARES,0.0,0.984,0.984,0.379,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUATRO DÓLARES\00211_cfr.mp4,True,59.94,1.0,derecha,25.3,0.00425,label_studio
00212_cfr,CUATRO DÓLARES,0.033,1.869,1.836,0.447,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUATRO DÓLARES\00212_cfr.mp4,True,59.94,1.0,derecha,23.32,0.00886,label_studio
00214_cfr,CUELLO,0.0,0.717,0.717,0.462,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUELLO\00214_cfr.mp4,True,59.94,1.0,derecha,21.93,0.00517,label_studio
00215_cfr,CUERPO,0.0,0.834,0.834,0.609,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUERPO\00215_cfr.mp4,True,59.94,1.0,ambas_izq,26.91,0.0114,label_studio
00217_cfr,CULPA,0.0,1.335,1.335,0.442,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CULPA\00217_cfr.mp4,True,59.94,1.0,ambas_izq,20.35,0.00858,label_studio
00218_cfr,CULPA,0.0,1.485,1.485,0.31,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CULPA\00218_cfr.mp4,True,59.94,1.0,derecha,21.73,0.00651,label_studio
00219_cfr,CULPABLE,0.0,1.485,1.485,0.461,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CULPABLE\00219_cfr.mp4,True,59.94,1.0,derecha,24.02,0.00954,label_studio
00220_cfr,CULPABLE,0.0,1.051,1.051,0.509,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CULPABLE\00220_cfr.mp4,True,59.94,1.0,derecha,22.04,0.01068,label_studio
00221_cfr,CULTURA,0.017,1.468,1.451,0.35,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CULTURA\00221_cfr.mp4,True,59.94,1.0,derecha,22.86,0.00838,label_studio
00222_cfr,CULTURA,0.0,1.451,1.451,0.388,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CULTURA\00222_cfr.mp4,True,59.94,1.0,derecha,26.31,0.00807,label_studio
00223_cfr,CULTURA,0.0,1.451,1.451,0.531,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CULTURA\00223_cfr.mp4,True,59.94,1.0,derecha,21.64,0.00971,label_studio
00224_cfr,CULTURA,0.0,1.485,1.485,0.341,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CULTURA\00224_cfr.mp4,True,59.94,1.0,derecha,17.39,0.00668,label_studio
00225_cfr,CUMPLEAÑOS,0.0,0.651,0.651,0.389,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUMPLEAÑOS\00225_cfr.mp4,True,59.94,1.0,ambas_izq,18.52,0.00802,label_studio
00204_cfr,CUÁNTOS,0.0,1.485,1.485,0.517,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUÁNTOS\00204_cfr.mp4,True,59.94,1.0,ambas_izq,24.39,0.01238,label_studio
00205_cfr,CUÁNTOS,0.0,0.701,0.701,0.447,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CUÁNTOS\00205_cfr.mp4,True,59.94,1.0,ambas_der,22.53,0.0088,label_studio
C0210_cfr,CÁLIDO,2.002,2.803,0.801,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CÁLIDO\C0210_cfr.mp4,True,29.97,1.0,derecha,17.79,0.00965,label_studio
C0211_cfr,CÁLIDO,0.0,2.536,2.536,0.37,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CÁLIDO\C0211_cfr.mp4,True,29.97,1.0,ambas_der,16.04,0.00801,label_studio
C0390_cfr,CÁSCARAS,0.0,1.969,1.969,0.466,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CÁSCARAS\C0390_cfr.mp4,True,29.97,1.0,ambas_der,17.0,0.01055,label_studio
C0391_cfr,CÁSCARAS,0.0,1.468,1.468,0.432,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CÁSCARAS\C0391_cfr.mp4,True,29.97,1.0,derecha,18.54,0.00684,label_studio
00149_cfr,CÉSPED,0.0,1.985,1.985,0.378,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CÉSPED\00149_cfr.mp4,True,59.94,1.0,ambas_der,17.6,0.00902,label_studio
00150_cfr,CÉSPED,0.751,2.152,1.401,0.429,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\CÉSPED\00150_cfr.mp4,True,59.94,1.0,derecha,21.66,0.00851,label_studio
C0081_cfr,D,0.083,0.868,0.785,0.55,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\D\C0081_cfr.mp4,True,59.94,1.0,derecha,22.8,0.00518,label_studio
C0082_cfr,DEBE,0.15,1.902,1.752,0.357,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEBE\C0082_cfr.mp4,True,59.94,1.0,derecha,22.91,0.0049,label_studio
C0083_cfr,DEBE,0.0,1.485,1.485,0.398,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEBE\C0083_cfr.mp4,True,59.94,1.0,ambas_izq,21.09,0.00868,label_studio
C0084_cfr,DEBE,0.0,1.018,1.018,0.382,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEBE\C0084_cfr.mp4,True,59.94,1.0,derecha,22.23,0.0057,label_studio
C0086_cfr,DEBERÍA,0.033,1.418,1.385,0.434,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEBERÍA\C0086_cfr.mp4,True,59.94,1.0,derecha,19.95,0.00369,label_studio
C0087_cfr,DEBERÍA,0.0,0.801,0.801,0.636,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEBERÍA\C0087_cfr.mp4,True,59.94,1.0,derecha,20.94,0.00538,label_studio
C0088_cfr,DEBERÍA,0.05,1.485,1.435,0.398,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEBERÍA\C0088_cfr.mp4,True,59.94,1.0,derecha,19.27,0.00383,label_studio
C0002_cfr,DECEPCIONAR,0.0,1.301,1.301,0.382,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DECEPCIONAR\C0002_cfr.mp4,True,29.97,1.0,ambas_der,21.76,0.00618,label_studio
C0004_cfr,DECIDIR,0.0,1.735,1.735,0.776,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DECIDIR\C0004_cfr.mp4,True,29.97,1.0,derecha,19.63,0.01164,label_studio
C0005_cfr,DECIDIR,0.067,1.435,1.368,0.824,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DECIDIR\C0005_cfr.mp4,True,29.97,1.0,ambas_der,17.59,0.01106,label_studio
C0006_cfr,DECIDIR,0.0,1.468,1.468,0.651,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DECIDIR\C0006_cfr.mp4,True,29.97,1.0,derecha,18.03,0.01206,label_studio
C0007_cfr,DECORAR,0.0,1.468,1.468,0.867,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DECORAR\C0007_cfr.mp4,True,29.97,1.0,izquierda,18.52,0.01887,label_studio
C0008_cfr,DECORAR,0.0,1.468,1.468,0.886,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DECORAR\C0008_cfr.mp4,True,29.97,1.0,ambas_der,16.39,0.01986,label_studio
C0009_cfr,DECORAR,0.0,1.468,1.468,0.302,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DECORAR\C0009_cfr.mp4,True,29.97,1.0,ambas_der,19.22,0.00685,label_studio
C0010_cfr,DEJAR,0.0,1.468,1.468,0.455,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEJAR\C0010_cfr.mp4,True,29.97,1.0,derecha,22.32,0.01076,label_studio
C0011_cfr,DEJAR,0.0,1.468,1.468,0.619,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEJAR\C0011_cfr.mp4,True,29.97,1.0,derecha,20.1,0.0124,label_studio
C0012_cfr,DEJAR,0.0,0.968,0.968,0.667,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEJAR\C0012_cfr.mp4,True,29.97,1.0,derecha,20.46,0.01018,label_studio
C0013_cfr,DEJAR,0.0,1.435,1.435,0.85,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEJAR\C0013_cfr.mp4,True,29.97,1.0,ambas_izq,21.03,0.0187,label_studio
C0090_cfr,DELICIOSO,0.0,1.985,1.985,0.331,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DELICIOSO\C0090_cfr.mp4,True,59.94,1.0,derecha,23.38,0.00367,label_studio
C0014_cfr,DEMÓCRATA,0.0,0.968,0.968,0.567,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEMÓCRATA\C0014_cfr.mp4,True,29.97,1.0,ambas_izq,25.73,0.00936,label_studio
C0015_cfr,DEMÓCRATA,0.0,1.468,1.468,0.674,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEMÓCRATA\C0015_cfr.mp4,True,29.97,1.0,ambas_der,23.46,0.01622,label_studio
C0017_cfr,DEPRIMIR,0.0,0.367,0.367,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DEPRIMIR\C0017_cfr.mp4,True,29.97,1.0,ambas_izq,23.52,0.01831,label_studio
C0018_cfr,DERROTAR,0.0,0.968,0.968,0.621,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DERROTAR\C0018_cfr.mp4,True,29.97,1.0,derecha,23.09,0.00646,label_studio
C0019_cfr,DERROTAR,0.0,0.968,0.968,0.367,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DERROTAR\C0019_cfr.mp4,True,29.97,1.0,derecha,29.1,0.00485,label_studio
C0183_cfr,DESACUERDO,0.0,1.301,1.301,0.75,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESACUERDO\C0183_cfr.mp4,True,29.97,1.0,ambas_izq,14.19,0.01228,label_studio
C0021_cfr,DESAFÍO,0.0,1.969,1.969,0.3,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESAFÍO\C0021_cfr.mp4,True,29.97,1.0,derecha,20.51,0.00732,label_studio
C0023_cfr,DESAPARECIDO,0.0,0.968,0.968,0.4,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESAPARECIDO\C0023_cfr.mp4,True,29.97,1.0,derecha,23.86,0.00881,label_studio
C0024_cfr,DESAPARECIDO,0.634,0.968,0.334,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESAPARECIDO\C0024_cfr.mp4,True,29.97,1.0,izquierda,22.46,0.0153,label_studio
C0025_cfr,DESAPARECIDO,0.0,0.968,0.968,0.4,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESAPARECIDO\C0025_cfr.mp4,True,29.97,1.0,ambas_der,25.0,0.01055,label_studio
C0027_cfr,DESAYUNO,0.0,1.468,1.468,0.488,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESAYUNO\C0027_cfr.mp4,True,29.97,1.0,derecha,20.83,0.00804,label_studio
C0399_cfr,DESCANSAR,0.0,1.902,1.902,0.434,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESCANSAR\C0399_cfr.mp4,True,29.97,1.0,ambas_izq,17.6,0.01257,label_studio
C0400_cfr,DESCANSAR,0.2,0.801,0.601,0.35,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESCANSAR\C0400_cfr.mp4,True,29.97,1.0,izquierda,16.43,0.00198,label_studio
C0401_cfr,DESCANSAR,0.0,1.468,1.468,0.326,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESCANSAR\C0401_cfr.mp4,True,29.97,1.0,ambas_izq,13.56,0.0074,label_studio
00116_cfr,DESCOMPONER,0.0,2.653,2.653,0.545,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESCOMPONER\00116_cfr.mp4,True,59.94,1.0,ambas_izq,27.62,0.01088,label_studio
00117_cfr,DESCOMPONER,0.0,1.752,1.752,0.636,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESCOMPONER\00117_cfr.mp4,True,59.94,0.981,derecha,26.48,0.01045,label_studio
00118_cfr,DESCOMPONER,0.484,2.486,2.002,0.646,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESCOMPONER\00118_cfr.mp4,True,59.94,1.0,ambas_izq,27.64,0.01042,label_studio
C0212_cfr,DESEAR,0.167,1.602,1.435,0.472,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESEAR\C0212_cfr.mp4,True,29.97,1.0,derecha,16.08,0.00573,label_studio
C0402_cfr,DESMAYARSE,0.267,1.969,1.702,0.522,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESMAYARSE\C0402_cfr.mp4,True,29.97,1.0,derecha,12.89,0.01039,label_studio
C0403_cfr,DESMAYARSE,0.0,1.969,1.969,0.317,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESMAYARSE\C0403_cfr.mp4,True,29.97,1.0,derecha,20.22,0.00621,label_studio
C0404_cfr,DESMAYARSE,0.0,2.97,2.97,0.409,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESMAYARSE\C0404_cfr.mp4,True,29.97,1.0,ambas_der,18.85,0.00904,label_studio
C0028_cfr,DESORDENADO,0.0,1.468,1.468,0.643,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESORDENADO\C0028_cfr.mp4,True,29.97,1.0,izquierda,23.63,0.00991,label_studio
C0029_cfr,DESORDENADO,0.0,1.468,1.468,0.636,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESORDENADO\C0029_cfr.mp4,True,29.97,1.0,ambas_der,20.34,0.01236,label_studio
C0031_cfr,DESPEDIDO,0.067,0.4,0.333,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESPEDIDO\C0031_cfr.mp4,True,29.97,1.0,derecha,26.48,0.00261,label_studio
C0032_cfr,DESPEDIDO,0.0,1.468,1.468,0.674,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESPEDIDO\C0032_cfr.mp4,True,29.97,1.0,ambas_der,23.65,0.01708,label_studio
C0093_cfr,DESPEDIR,0.0,1.485,1.485,0.367,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESPEDIR\C0093_cfr.mp4,True,59.94,1.0,ambas_izq,23.87,0.00867,label_studio
C0405_cfr,DESPUÉS DE LA ESCUELA,0.0,1.969,1.969,0.763,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESPUÉS DE LA ESCUELA\C0405_cfr.mp4,True,29.97,1.0,ambas_der,16.96,0.0132,label_studio
C0406_cfr,DESPUÉS DE LA ESCUELA,0.0,1.401,1.401,0.595,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESPUÉS DE LA ESCUELA\C0406_cfr.mp4,True,29.97,1.0,ambas_izq,16.07,0.00982,label_studio
C0033_cfr,DESTRUIR,0.0,1.468,1.468,0.682,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESTRUIR\C0033_cfr.mp4,True,29.97,1.0,derecha,22.36,0.01287,label_studio
C0034_cfr,DESTRUIR,0.0,1.468,1.468,0.591,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESTRUIR\C0034_cfr.mp4,True,29.97,1.0,derecha,22.67,0.01432,label_studio
C0035_cfr,DESTRUIR,0.0,1.401,1.401,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DESTRUIR\C0035_cfr.mp4,True,29.97,1.0,derecha,23.01,0.02064,label_studio
C0038_cfr,DIADEMA_2,0.0,1.468,1.468,0.556,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DIADEMA_2\C0038_cfr.mp4,True,29.97,1.0,ambas_izq,22.99,0.01507,label_studio
C0247_cfr,DIFÍCIL,0.0,1.435,1.435,0.513,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DIFÍCIL\C0247_cfr.mp4,True,29.97,1.0,derecha,12.93,0.01175,label_studio
C0408_cfr,DINERO,1.001,1.468,0.467,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DINERO\C0408_cfr.mp4,True,29.97,1.0,derecha,14.6,0.0098,label_studio
C0096_cfr,DIRECTO,0.25,1.001,0.751,0.711,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DIRECTO\C0096_cfr.mp4,True,59.94,1.0,derecha,18.44,0.01232,label_studio
C0098_cfr,DIRECTO,0.033,1.485,1.452,0.393,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DIRECTO\C0098_cfr.mp4,True,59.94,1.0,derecha,17.7,0.00527,label_studio
C0099_cfr,DIRECTO,0.117,1.985,1.868,0.56,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DIRECTO\C0099_cfr.mp4,True,59.94,1.0,derecha,19.37,0.00505,label_studio
C0039_cfr,DISCO VOLADOR,0.0,1.468,1.468,0.767,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DISCO VOLADOR\C0039_cfr.mp4,True,29.97,1.0,derecha,23.46,0.01508,label_studio
C0040_cfr,DISCO VOLADOR,0.0,1.468,1.468,0.756,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DISCO VOLADOR\C0040_cfr.mp4,True,29.97,1.0,derecha,23.1,0.01151,label_studio
C0041_cfr,DISCO VOLADOR,0.0,0.968,0.968,0.786,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DISCO VOLADOR\C0041_cfr.mp4,True,29.97,1.0,derecha,23.14,0.01341,label_studio
C0042_cfr,DISTRIBUIR,0.0,1.468,1.468,0.75,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DISTRIBUIR\C0042_cfr.mp4,True,29.97,1.0,derecha,25.19,0.01481,label_studio
C0044_cfr,DIVERTIDO,0.0,0.501,0.501,0.889,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DIVERTIDO\C0044_cfr.mp4,True,29.97,1.0,ambas_izq,19.57,0.00427,label_studio
C0258_cfr,DOBLAR,0.0,1.635,1.635,0.795,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOBLAR\C0258_cfr.mp4,True,29.97,1.0,ambas_izq,14.72,0.01734,label_studio
C0236_cfr,DOCE+MEDIO,0.0,1.335,1.335,0.946,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOCE+MEDIO\C0236_cfr.mp4,True,29.97,1.0,ambas_izq,13.52,0.02182,label_studio
C0100_cfr,DOCTOR,0.0,0.317,0.317,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOCTOR\C0100_cfr.mp4,True,59.94,1.0,ambas_der,16.24,0.01572,label_studio
C0045_cfr,DOLOR,0.1,0.434,0.334,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOLOR\C0045_cfr.mp4,True,29.97,1.0,ambas_izq,17.6,0.00759,label_studio
C0046_cfr,DOLOR,0.0,1.969,1.969,0.881,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOLOR\C0046_cfr.mp4,True,29.97,1.0,ambas_izq,18.06,0.02775,label_studio
C0047_cfr,DOLOR,0.033,0.367,0.334,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOLOR\C0047_cfr.mp4,True,29.97,1.0,izquierda,22.56,0.0062,label_studio
C0101_cfr,DOMINGO,0.0,0.334,0.334,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOMINGO\C0101_cfr.mp4,True,59.94,1.0,derecha,14.47,0.01125,label_studio
C0102_cfr,DORMIR,0.284,0.701,0.417,1.0,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DORMIR\C0102_cfr.mp4,True,59.94,1.0,ambas_izq,15.37,0.02022,label_studio
C0409_cfr,DORMIR DEMASIADO,0.0,2.469,2.469,0.733,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DORMIR DEMASIADO\C0409_cfr.mp4,True,29.97,1.0,derecha,14.11,0.01453,label_studio
C0410_cfr,DORMIR DEMASIADO,0.0,1.969,1.969,0.625,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DORMIR DEMASIADO\C0410_cfr.mp4,True,29.97,1.0,ambas_izq,14.1,0.01489,label_studio
C0232_cfr,DOS VECES,0.0,1.401,1.401,0.718,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOS VECES\C0232_cfr.mp4,True,29.97,1.0,ambas_izq,12.48,0.01625,label_studio
C0230_cfr,DOSCIENTOS,0.067,1.068,1.001,0.696,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOSCIENTOS\C0230_cfr.mp4,True,29.97,1.0,derecha,14.61,0.01033,label_studio
C0231_cfr,DOSCIENTOS,0.0,1.435,1.435,0.425,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DOSCIENTOS\C0231_cfr.mp4,True,29.97,1.0,derecha,14.28,0.01137,label_studio
C0048_cfr,DROGAS,0.0,0.968,0.968,0.621,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DROGAS\C0048_cfr.mp4,True,29.97,1.0,derecha,20.92,0.01043,label_studio
C0049_cfr,DROGAS,0.0,1.134,1.134,0.516,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DROGAS\C0049_cfr.mp4,True,29.97,1.0,ambas_der,18.8,0.00906,label_studio
C0050_cfr,DROGAS,0.467,1.969,1.502,0.619,auto,C:\Users\dell\Documents\TIC\Codigo_TIC\videos\DROGAS\C0050_cfr.mp4,True,29.97,1.0,ambas_izq,19.84,0.01823,label_studio
